,CauseofLoss,CommNbr,County,DateofLoss,District,Facility,FieldNumber,FieldNumber.1,Form Number,Gasident,GrossLoss,Into_Water,LeaseName,LeaseNumber,Location,MasterYear,Net Loss,OperatorNumber,Recovered,Remarks,Remedy,TypeLiquid,Type_Company_Cd,Unique_ID,Water,WaterName
2688,Equipment Failure,0.0,MIDLAND,3/3/2012,8,Tank Battery,SPRABERRY (TREND AREA),,178.0,0.0,75.0,,"O DANIEL, E. T.",6451.0,"-101.818273, 31.929843",2012.0,5.0,"PIONEER NATURAL RES. USA, INC.",70.0,VACUUMED FREE FLUID AND SOIL REMEDIATION PLAN IN PROGRESS.,Other,Crude,Producer,,None,
2689,Corrosion - Rust,0.0,ANDREWS,3/2/2012,8,Pipe Line,NO FIELD NAME,,170.0,0.0,128.0,,SPRABERRY DRIVER UNIT,0.0,"SEC.17, BLK A48, PSL",2012.0,28.0,CENTURION PIPELINE L.P.,100.0,BLENDED WITH CLEAN SOIL TO LESS THAN 1%,Other,Crude,Transporter,,None,
2690,Other,0.0,ECTOR,3/1/2012,8,Tank Battery,GOLDSMITH (CLEAR FORK),,141.0,0.0,20.0,,PARKER MINERALS 11,38625.0,"SEC.12 BLK. 45, T-2-S, T&P RR CO.",2012.0,20.0,"SANDRIDGE EXPL. AND PROD., LLC",0.0,FIRE AT BATTERY. SOIL REMEDIATED.,Other,Crude,Producer,,None,
2691,Equipment Failure,0.0,MARTIN,3/1/2012,8,Tank Battery,SPRABERRY (TREND AREA),,162.0,0.0,25.0,,MABEE -J-,22578.0,"32.210992, -102.082977",2012.0,6.0,"PIONEER NATURAL RES. USA, INC.",19.0,VACUUMED FREE FLUID AND SOIL REMEDIATION PLAN IN PROGRESS.,Other,Crude,Producer,,None,
2692,Human Error - Other,0.0,UPTON,3/1/2012,7C,Flow Line,SPRABERRY (TREND AREA),,135.0,0.0,10.0,,XBC GIDDINGS ESTATE,16349.0,"9 MILES NW OF RANKIN, ON CR 111(N31 26.968 W 102",2012.0,3.0,"PIONEER NATURAL RES. USA, INC.",7.0,SOIL REMEDIATION PLAN IN PROGRESS.,Other,Crude,Producer,,None,
2693,Equipment Failure,0.0,ANDREWS,2/29/2012,8,Tank Battery,SPRABERRY (TREND AREA),,136.0,0.0,2.0,,UNIVERSITY FRANCES,40775.0,"SEC. 40, BLK 4 UNIVERSITY LAND",2012.0,2.0,COG OPERATING LLC,0.0,FIRE FROM IGNITION FLARE. LITTLE DAMAGE TO EQUIP.,Other,Crude,Producer,,None,
2694,Equipment Failure,0.0,IRION,2/28/2012,7C,Tank Battery,SPRABERRY (TREND AREA),,743.0,0.0,6.0,,CONCHO,16753.0,"SECTION 1936, A H HOPKINS SURVEY",2012.0,1.0,"FIML NATURAL RESOURCES, LLC",5.0,VACUUMED FREE FLUID AND REMEDIATED AREA.,Other,Crude,Producer,,None,
2695,Well Blow Out,0.0,ANDREWS,2/28/2012,8,Valve,FULLERTON,,142.0,0.0,16.0,,FULLERTON CLEARFORK UNIT,1770.0,"FCU 6-39 BLOCK A-32, SECTION 2",2012.0,16.0,XTO ENERGY INC.,0.0,REMEDIATION PLAN IN PROGRESS.,Other,Crude,Producer,,None,
2696,Well Blow Out,0.0,WARD,2/27/2012,8,Valve,"WAR-WINK, S. (WOLFCAMP)",,157.0,0.0,20.0,,STATE -XU-,25135.0,N 31.58767 LAT. W-103.24551 LONG.,2012.0,5.0,KERR-MCGEE OIL & GAS ONSHORE LP,15.0,VACUUMED FREE FLUID AND REMEDIATED SOIL.,Other,Crude,Producer,,None,
2697,Equipment Failure,0.0,MIDLAND,2/27/2012,8,Tank Battery,SPRABERRY (TREND AREA),,137.0,0.0,50.0,,"WILSON, FANNIE ""39""",38048.0,"22 MILES S OF MIDLAND, TX (N 31 40.072' W 101 59.530')",2012.0,10.0,"PIONEER NATURAL RES. USA, INC.",40.0,SOIL REMEDIATION PLAN IN PROGRESS.,Other,Crude,Producer,,None,
2698,Equipment Failure,0.0,ANDREWS,2/27/2012,8,Tank Battery,FULLERTON,,144.0,0.0,25.0,,UNIVERSITY CONSOLIDATED XII,23162.0,"SEC. 40, BLK 13 ULS",2012.0,5.0,"SANDRIDGE EXPL. AND PROD., LLC",20.0,RECOVERED FREE FLUID AND SOIL REMEDIATION PLAN IN PROGRESS.,Other,Crude,Producer,,None,
2699,Equipment Failure,0.0,WEBB,2/26/2012,4,Other,NO FIELD NAME,,128.0,0.0,37.0,,"HOOKS, J. B. HEIRS",0.0,ADJACENT TO TANK BATTERY,2012.0,37.0,REGENCY FIELD SERVICES LLC,0.0,SOIL REMEDIATION PLAN IN PROGRESS.,Other,Gas Well Liquid,Transporter,,None,
2700,Equipment Failure,0.0,GAINES,2/26/2012,8,Tank Battery,SPRABERRY (TREND AREA),,1060.0,0.0,55.0,,STATE HENSON '20',42548.0,"SEC.20, BLOCK DD, SURVEY GIBSON, JH/GARRISON, CA)",2012.0,33.0,"W&T OFFSHORE, INC.",22.0,SOIL REMEDIATION PLAN IN PROGRESS,Other,Crude,Producer,,None,
2701,Equipment Failure,0.0,MARTIN,2/26/2012,8,Tank Battery,SPRABERRY (TREND AREA),,303.0,0.0,35.0,,MABEE 139,38792.0,SWD 505,2012.0,1.0,OXY USA INC.,34.0,SOIL REMEDIATION PLAN IN PROGRESS.,Other,Crude,Producer,,None,
2702,Equipment Failure,0.0,BORDEN,2/26/2012,8A,Tank Battery,MESQUITE CREEK (MISS.),,184.0,0.0,21.0,,TONYA,69324.0,"SEC.4, BLK 31, T5N, T&P RR CO SURVEY",2012.0,1.0,SM ENERGY COMPANY,20.0,RECOVERED FREE FLUID. SOIL REMEDIATION PLAN IN PROGRESS.,Other,Crude,Producer,,None,
2703,Vandalism,0.0,GAINES,2/26/2012,8A,Tank Battery,SEMINOLE (SAN ANGELO),,109.0,0.0,28.0,,"AVERITT, S. J.",5464.0,"SECTION 232, BLOCK G, WTRR SURVEY, GAINS COUNTY",2012.0,8.0,HESS CORPORATION,20.0,FREE FLUIDS RECOVERED AND SOIL REMEDIATION PLAN IN PROGRESS.,Other,Crude,Producer,,None,
2704,Equipment Failure,0.0,REAGAN,2/26/2012,7C,Tank Battery,SPRABERRY (TREND AREA),,1072.0,0.0,13.0,,SRH-D-,17192.0,"SEC.5, BLK A, W.A. MALLOW SURVEY",2012.0,6.0,"LAREDO PETROLEUM - DALLAS, INC.",7.0,VACUUMED FREE FLUID AND REMEDIATED AREA.,Other,Crude,Producer,,None,
2705,Equipment Failure,0.0,KARNES,2/25/2012,2,Pump Station or Terminal,NO FIELD NAME,,253.0,0.0,15.0,,PATRICK HUGH BURNS,0.0,"5022 FM 2102, KENEDY, TX 78119",2012.0,15.0,STATEWIDE CRUDE INC.,0.0,EXCAVATED SOIL AND REMEDIATED AREA.,Other,Gas Well Liquid,Transporter,,None,
2706,Equipment Failure,0.0,WINKLER,2/24/2012,8,Tank Battery,KEYSTONE (COLBY),,42.0,0.0,20.0,,"BAIRD, W. E.",3316.0,W.E. BARID STATION 8,2012.0,5.0,"DEVON ENERGY PRODUCTION CO, L.P.",15.0,RECOVERED FREE FLUID WITH VACUUM,Other,Crude,Producer,,None,
2707,Equipment Failure,0.0,HARDIN,2/23/2012,3,Tank Battery,"YONAJOSA, E. (Y-1)",,127.0,0.0,8.0,,"HOOKS, J. B. HEIRS",24160.0,B.B.&C. SURVEY A-112,2012.0,1.0,"SHIDLER, MARK L., INC.",7.0,VACUUMED FREE FLUID AND REMEDIATION PLAN IN PROGRESS.,Other,Crude,Producer,,None,
2708,Equipment Failure,0.0,ANDREWS,2/22/2012,8,Tank Battery,FUHRMAN-MASCHO,,145.0,0.0,60.0,,MILES,29264.0,"SEC.2, BLK A47, PSL",2012.0,10.0,"SANDRIDGE EXPL. AND PROD., LLC",50.0,RECOVERED FLUIDS AND SOIL REMEDATION PLAN IN PROGRESS.,Other,Crude,Producer,,None,
2709,Equipment Failure,0.0,ECTOR,2/21/2012,8,Tank Battery,GOLDSMITH (CLEAR FORK),,143.0,0.0,8.0,,GOLDSMITH ADOBE UNIT,37943.0,"SEC. 44, BLK 44 T-1-S",2012.0,1.0,"SANDRIDGE EXPL. AND PROD., LLC",7.0,SOIL REMEDIATION PLAN IN PROGRESS.,Other,Crude,Producer,,None,
2710,Equipment Failure,0.0,GARZA,2/21/2012,8A,Pump Station or Terminal,HAPPY (ELLENBURGER),,524.0,0.0,50.0,,"PLK ""32""",65163.0,"SEC.41, BLK. 2, SURVEY T&NO RR CO. N33.032178, W-101.401726",2012.0,10.0,LEGACY RESERVES OPERATING LP,40.0,SOIL WAS REMEDIATED.,Other,Crude,Producer,,None,
2711,Equipment Failure,0.0,REAGAN,2/21/2012,7C,Flow Line,SPRABERRY (TREND AREA),,132.0,0.0,10.0,,OLIVER,6204.0,WELL #1X,2012.0,10.0,APACHE CORPORATION,0.0,REPAIRED POLY LINE CONNECTION. SOIL REMEDIATION PLAN IN PROGRESS,Other,Crude,Producer,,None,
2712,Equipment Failure,0.0,LIBERTY,2/20/2012,8,Pipe Line,NO FIELD NAME,,422.0,0.0,72.0,,CHEVRON FEE,0.0,"A0221 CURBIER, FERNANDO BLOCK 35, TRACT 10",2012.0,8.0,"BKEP PIPELINE, L.L.C.",64.0,VACUUMED FREE FLUID AND REMEDIATED AREA.,Other,Crude,Transporter,,None,
2713,Equipment Failure,0.0,REAGAN,2/20/2012,7C,Tank Battery,SPRABERRY (TREND AREA),,1207.0,0.0,10.0,,"NUNN ""A""",12930.0,"N 31.587061 DEG., W 101.693703 DEG.",2012.0,5.0,"PIONEER NATURAL RES. USA, INC.",5.0,VACUUMED FREE FLUID AND REMEDIATED AREA.,Other,Crude,Producer,,None,
2714,Company Human Error,0.0,ECTOR,2/20/2012,8,Flow Line,GOLDSMITH (CLEAR FORK),,837.0,0.0,50.0,,GOLDSMITH-LANDRETH /DEEP/ UNIT,19815.0,"SEC.28, BLK. 44, T-1-N T&P RR CO SURVEY",2012.0,25.0,OCCIDENTAL PERMIAN LTD.,25.0,SOIL REMEDIATION PLAN IN PROGRESS.,Other,Crude,Producer,,None,
2715,Other,0.0,SMITH,2/20/2012,6,Tank Battery,NO FIELD NAME,,123.0,0.0,15.0,,"UNIVERSITY ""9""",0.0,"THOMAS PAINE SURVEY, A-763",2012.0,15.0,"BASIC ENERGY SERVICES, L.P.",0.0,SOIL REMEDIATION PLAN IN PROGRESS.,Other,Crude,Transporter,,None,
2716,Equipment Failure,0.0,ECTOR,2/20/2012,8,Flow Line,GOLDSMITH (CLEAR FORK),,836.0,0.0,50.0,,GOLDSMITH-LANDRETH /DEEP/ UNIT,19815.0,"SEC. 28, BLK. 44, T-1-N T&P RR CO SURVEY",2012.0,25.0,OCCIDENTAL PERMIAN LTD.,25.0,SOIL REMEDIATED.,Other,Crude,Producer,,None,
2717,Company Human Error,0.0,IRION,2/19/2012,7C,Tank Battery,SUGG RANCH (CANYON),,60.0,0.0,20.0,,"SUGG-FARMAR ""9""",16613.0,"1980' FNL & 660'FEL OF H&TC RR CO SURVEY9, BLK.6",2012.0,2.0,"EXCO RESOURCES, INC.",18.0,VACUUMED FREE FLUID AND REMEDIATION PLAN IN PROGRESS.,Other,Crude,Producer,,None,
2718,Equipment Failure,0.0,BORDEN,2/19/2012,8A,Tank Battery,MESQUITE CREEK (MISS.),,56.0,0.0,31.0,,RACHEL,69481.0,"BLK. 31, SEC.4, T5N, T&P RR CO SURVEY",2012.0,1.0,SM ENERGY COMPANY,30.0,RECOVERED FREE FLUID AND REMEDIATION PLAN IN PROGRESS.,Other,Crude,Producer,,None,
2719,Equipment Failure,0.0,WEBB,2/19/2012,4,Tank Battery,NO FIELD NAME,,1144.0,269258.0,10.0,,RED DEVIL 12,0.0,"SEC.2182, BLK. ABS.65 SURVEY GALAN, J. N28.07592295, W99.66381138 ",2012.0,9.0,SM ENERGY COMPANY,1.0,"SOIL EXCAVATED AND AREA REMEDIATED,",Other,Gas Well Liquid,Producer,,None,
2720,Corrosion - Rust,0.0,GAINES,2/19/2012,8A,Tank Battery,"TEX-MEX, SE. (WICHITA ALBANY)",,49.0,0.0,35.0,,"ANDREWS ""A""",66168.0,"SEC.21, BLK A-12, PSL",2012.0,5.0,"SANDRIDGE EXPL. AND PROD., LLC",30.0,FREE FLUIDS RECOVERED AND SOIL WAS REMEDIATED SUCCESSFULLY.,Other,Crude,Producer,,None,
2721,Equipment Failure,0.0,HILL,2/18/2012,5,Pipe Line,NO FIELD NAME,,62.0,0.0,2.0,,"SUGG-FARMAR ""9""",0.0,"32 09' 09.34"" 97 22' 27.78"" APPROXIMATELY 1.3 MILES NE OF BLUM,TX ",2012.0,1.0,SUNOCO PIPELINE L.P.,1.0,VACCUM AND ABSORBENT PADS/BOOMS TO RECOVER FREE FLUID.ON-GOING REM,Other,Crude,Other,,Other,STOCKPOND
2722,Equipment Failure,0.0,ANDREWS,2/18/2012,8,Tank Battery,FUHRMAN-MASCHO (ELLENBURGER),,1222.0,0.0,100.0,,NIX 19 SWD,42480.0,"SEC. 19 BLK. A47, PSL",2012.0,2.0,"SANDRIDGE EXPL. AND PROD., LLC",98.0,SOIL REMEDIATION PLAN IN PROGRESS,Other,Crude,Producer,,None,
2723,Act of God,0.0,DE WITT,2/18/2012,2,Tank Battery,ROEDER (WILCOX LOWER),,187.0,0.0,18.0,,"SMILEY, THOMAS",2005.0,"SURVEY, SEC.28 I RR CO SURVEY A-740",2012.0,8.0,"BASIC ENERGY SERVICES, L.P.",10.0,LIGHTNING STRIKE. VACCUMED FREE FLUID.,Other,Gas Well Liquid,Other,,Other,DRAIN
2724,Act of God,0.0,LEE,2/18/2012,3,Tank Battery,"GIDDINGS (AUSTIN CHALK, GAS)",,261.0,163530.0,40.0,,"STRANGER, T.",0.0,JOSE FRANCISCO MANCHA A-207,2012.0,40.0,"ENERVEST OPERATING, L.L.C.",0.0,LIGHTNING STRIKE. CONTENTS REMAIND IN TANK.TOP OF TANK BLEW OFF,Other,Gas Well Liquid,Producer,,None,
2725,Act of God,0.0,UPTON,2/17/2012,7C,Tank Battery,SPRABERRY (TREND AREA),,368.0,0.0,20.0,,SARAH,16533.0,"SEC.45, BLK.41, T&P RR CO",2012.0,10.0,COG OPERATING LLC,10.0,LIGHTNING STRIKE. VACUUMED FREE FLUID AND REMEDIATED AREA.,Other,Crude,Producer,,None,
2726,Equipment Failure,0.0,MARTIN,2/17/2012,8,Tank Battery,SPRABERRY (TREND AREA),,1237.0,0.0,15.0,,KIMBERLY,39506.0,"SEC.08, BLK. 39, T&P RR CO.",2012.0,2.0,HENRY RESOURCES LLC,13.0,VACUUMED FREE FLUID AND REMEDIATED AREA.,Other,Crude,Producer,,None,
2727,Act of God,0.0,CROCKETT,2/17/2012,7C,Tank Battery,LIN (WOLFCAMP),,1172.0,0.0,710.0,,UNIVERSITY 38,17667.0,"SEC.7, BLK. 38, SURVEY UNIVERSITY LAND",2012.0,710.0,"EOG RESOURCES, INC.",0.0,LIGHTNING STRIKE AND REMEDIATED AREA.,Other,Crude,Producer,,None,
2728,Equipment Failure,0.0,MARTIN,2/17/2012,8,Tank Battery,SPRABERRY (TREND AREA),,55.0,0.0,15.0,,KIMBERLY,39506.0,"SECTION 8, BLOCK 39, T&P RR CO.",2012.0,2.0,HENRY RESOURCES LLC,13.0,VACUUMED FREE FLUID AND REMEDIATION PLAN IN PROGRESS.,Other,Crude,Producer,,None,
2729,Company Human Error,0.0,MARTIN,2/17/2012,8,Tank Battery,SPRABERRY (TREND AREA),,1247.0,0.0,15.0,,KIMBERLY,39506.0,"SEC.18, BLK.39, T-1-N, T&P RR",2012.0,2.0,DIAMONDBACK E&P LLC,13.0,VACUUMED FREE FLUID AND REMEDIATED AREA.,Other,Crude,Producer,,None,
2730,Equipment Failure,0.0,SCURRY,2/16/2012,8A,Flow Line,KELLY-SNYDER,,179.0,0.0,15.0,,SACROC UNIT,3137.0,TRACTS 27,2012.0,1.0,KINDER MORGAN PRODUCTION CO LLC,14.0,FLOWLINES ARE BEING REPLACED.,Other,Crude,Producer,,None,
2731,Equipment Failure,0.0,GLASSCOCK,2/16/2012,8,Tank Battery,SPRABERRY (TREND AREA),,165.0,0.0,30.0,,COOK 21,40475.0,CENTRAL TANK BATTERY,2012.0,15.0,APACHE CORPORATION,15.0,FREE OIL RECOVERED AND SOIL REMEDIATED.,Other,Crude,Producer,,None,
2732,Company Human Error,0.0,WHEELER,2/16/2012,10,Valve,FRYE RANCH (CONSOLIDATED),,1264.0,275413.0,200.0,,REED 31 SL,0.0,SEC.31 BLK. A3 H&GN RR,2012.0,100.0,"LINN OPERATING, INC.",100.0,SOIL WAS EXCAVATED AND TRANSPORTED TO FACILITY IN HAMMON OK,Other,Gas Well Liquid,Producer,,None,
2733,Equipment Failure,0.0,SAN JACINTO,2/14/2012,3,Other,URBANA (WILCOX CONSOLIDATED),,191.0,132643.0,100.0,,"LANGHAM, EMILY -B-",0.0,JESSIE B IRVINE,2012.0,20.0,"ALTA MESA SERVICES, LP",80.0,SOIL WAS REMEDIATED.,Other,Products,Producer,,Other,POND
2734,Equipment Failure,0.0,MIDLAND,2/14/2012,8,Tank Battery,SPRABERRY (TREND AREA),,48.0,0.0,60.0,,"HUTT, DONALD L. FEE",6414.0,"31.843510, -101.921897",2012.0,10.0,"PIONEER NATURAL RES. USA, INC.",50.0,VACUUM FREE FLUIDS AND SOIL REMEDIATION PLAN IN PROGRESS.,Other,Crude,Producer,,None,
2735,Equipment Failure,0.0,SUTTON,2/14/2012,7C,Tank Battery,"SAWYER (STRAWN, NORTH)",,1203.0,225813.0,32.0,,"SHOUBROUEK, VAN",0.0,"30DEG. 34'05"" 100 DEG. 33' 43""",2012.0,2.0,HIGHMOUNT EXPL & PROD TEXAS LLC,30.0,VACUUMED FREE FLUID AND REMEDIATED AREA.,Other,Gas Well Liquid,Producer,,None,
2736,Equipment Failure,0.0,CLAY,2/13/2012,9,Other,NO FIELD NAME,,255.0,0.0,3.0,,DAGG RANCH,0.0,J.H. BELCHER SUBDIVISION BTWN. BLK. 26 AND 39,2012.0,1.0,PRIMEXX OPERATING CORPORATION,2.0,SOIL REMEDIATION PLAN IN PROGRESS.,Other,Crude,Transporter,,None,
2737,Theft,0.0,HEMPHILL,2/13/2012,10,Tank Battery,BUFFALO WALLOW (GRANITE WASH),,125.0,262746.0,115.0,,KIKER-AMOCO 6,0.0,"SEC.6, BLK M-1 H&GN SURVEY",2012.0,115.0,"SAMSON LONE STAR, LLC",0.0,POSSIBLE THEFT,Other,Crude,Producer,,None,
2738,Equipment Failure,0.0,MIDLAND,2/13/2012,8,Tank Battery,SPRABERRY (TREND AREA),,41.0,0.0,10.0,,"HOUSTON RANCH ""47""",38224.0,"32.062450,-101.771000",2012.0,5.0,"PIONEER NATURAL RES. USA, INC.",5.0,SOIL REMEDIATION PLAN IN PROGRESS.,Other,Crude,Producer,,None,
2739,Equipment Failure,0.0,MCMULLEN,2/13/2012,1,Other,HAWKVILLE (EAGLEFORD SHALE),,1186.0,269445.0,6.0,,LARRY MILES,0.0,"SEC.147, SURVEY POITEVENT J",2012.0,0.0,MURPHY EXPL. & PROD. CO. - USA,6.0,LOSS OCCURED THROUGH TRIP NIPPLE.VACCUMED AND REMEDIATED.,Other,Combined,Producer,,None,
2740,Corrosion - Rust,0.0,UPTON,2/12/2012,7C,Pipe Line,NO FIELD NAME,,155.0,0.0,550.0,,8802 JV-P FUHRMAN,0.0,GPS: N 31.133459 W 102.189215,2012.0,30.0,PLAINS PIPELINE L.P.,520.0,SOIL REMEDIATION PLAN IN PROGRESS.,Other,Crude,Transporter,,None,
2741,Equipment Failure,0.0,MIDLAND,2/12/2012,8,Tank Battery,SPRABERRY (TREND AREA),,1212.0,0.0,60.0,,"ROMAN ""22B""",40801.0,"32.333237, -101.814140",2012.0,3.0,"PIONEER NATURAL RES. USA, INC.",57.0,VACUUMED FREE FLUIDS AND REMEDIATED AREA.,Other,Crude,Producer,,None,
2742,Equipment Failure,0.0,ANDREWS,2/12/2012,8,Tank Battery,SHAFTER LAKE (YATES),,171.0,0.0,17.0,,SHELTON,35060.0,"SECTION 21, BLOCK A-31, PSL SURVEY",2012.0,2.0,"SHERIDAN PRODUCTION COMPANY, LLC",15.0,VACUUM FREE FLUID AND SOIL REMEDIATION PLAN IN PROGRESS.,Other,Crude,Producer,,None,
2743,Equipment Failure,0.0,ARCHER,2/11/2012,9,Tank Battery,ARCHER COUNTY REGULAR,,212.0,0.0,18.0,,PARISH,21901.0,"GRAYSON COUNTY SCHOOL LANDS, SURVEY 115, A-139",2012.0,18.0,BARON ENERGY INC.,0.0,SOIL REMEDIATED,Other,Crude,Producer,,Other,STOCKPOND
2744,Equipment Failure,0.0,ARCHER,2/11/2012,9,Tank Battery,ARCHER COUNTY REGULAR,,213.0,0.0,18.0,,PARISH,21901.0,"GRAYSON COUNTY SCHOOL LAND, SURVEY 115, A-139",2012.0,18.0,BARON ENERGY INC.,0.0,SOIL AND POND HAVE BEEN REMEDIATED.,Other,Crude,Producer,,Other,STOCKPOND
2745,Equipment Failure,0.0,LOVING,2/10/2012,8,Tank Battery,TWO GEORGES (BONE SPRING),,1171.0,0.0,112.0,,RAINBOW STATE 33-70,42303.0,"SEC.70, BL. 33, H&TC RR CO. SURVEY",2012.0,2.0,ENERGEN RESOURCES CORPORATION,110.0,AREA REMEDIATED.,Other,Crude,Producer,,None,
2746,Equipment Failure,0.0,MARTIN,2/10/2012,8,Valve,SPRABERRY (TREND AREA),,236.0,0.0,5.0,,BARRON -82-,28058.0,"WELL #1; N 32.42801, W 101.92233",2012.0,5.0,LEGACY RESERVES OPERATING LP,0.0,AFFECTED AREAS WERE EXCAVATED AND REMEDIATED.,Other,Crude,Producer,,None,
2747,Equipment Failure,0.0,OCHILTREE,2/10/2012,10,Tank Battery,TWIN (DES MOINES),,130.0,0.0,90.0,,STUMP,5483.0,"SEC.2, BLK JT SURVEY TWNGRR",2012.0,45.0,"WRIGHT TRUCKING, INC.",45.0,LIQUID REMOVED. SOIL REMEDIATION PLAN IN PROGRESS.,Other,Crude,Other,,None,
2748,Equipment Failure,0.0,WARD,2/9/2012,8,"Vehicle (Truck-Barge, Etc)",PHANTOM (WOLFCAMP),,1244.0,0.0,30.0,,ASHLOCK 1-34,41954.0,"N31.6640719, LAT. -103.4445671 LONG.",2012.0,0.0,ANADARKO E&P ONSHORE LLC,30.0,BLENDED AND REMEMDIATED AREA.,Other,Crude,Producer,,None,
2749,Equipment Failure,0.0,ECTOR,2/8/2012,8,Tank Battery,GOLDSMITH (CLEAR FORK),,51.0,0.0,20.0,,GOLDSMITH ADOBE UNIT,37943.0,"SEC.36, BLK. 45, T1S",2012.0,2.0,"SANDRIDGE EXPL. AND PROD., LLC",18.0,FREE FLUID RECOVERED AND SOIL REMEDIATION PLAN IN PROGRESS.,Other,Crude,Producer,,None,
2750,Corrosion - Rust,0.0,UPTON,2/8/2012,7C,Tank Battery,SPRABERRY (TREND AREA),,72.0,0.0,220.0,,LYNCH15,15627.0,"SEC.15, BLK Y GC&SF RR CO.",2012.0,120.0,COG OPERATING LLC,100.0,VACUUMED FREE FLUID AND REMEDIATION PLAN IN PROGRESS.,Other,Crude,Producer,,None,
2751,Equipment Failure,0.0,MIDLAND,2/8/2012,8,Tank Battery,SPRABERRY (TREND AREA),,44.0,0.0,40.0,,"HUTT, DONALD L.'C'",37123.0,"31.808442, -101.961322",2012.0,5.0,"PIONEER NATURAL RES. USA, INC.",35.0,VACUUMED FREE FLUID. SOIL REMEDIATION PLAN IN PROGRESS.,Other,Crude,Producer,,None,
2752,Equipment Failure,0.0,REAGAN,2/8/2012,7C,Tank Battery,PINK DRAW (FUSSELMAN),,147.0,0.0,380.0,,SCOTTISH RITE,12592.0,LAT. N 31.401360; LONG. W 101.383280,2012.0,130.0,"BC OPERATING, INC.",250.0,FREE FLUID RECOVERED AND SOIL REMEDIATED.,Other,Crude,Producer,,None,
2753,Equipment Failure,0.0,MIDLAND,2/7/2012,8,Tank Battery,SPRABERRY (TREND AREA),,39.0,0.0,35.0,,"MCKANDLES, B. F. -A-",36885.0,HWY 1788 AND W CR 140 GO W OF CR 140 FOR .1M GO S AND .1M TO LOC. ,2012.0,35.0,ENDEAVOR ENERGY RESOURCES L.P.,0.0,SOIL REMEDIATION PLAN IN PROGRESS.,Other,Crude,Producer,,None,
2754,Equipment Failure,0.0,ECTOR,2/7/2012,8,Flow Line,GOLDSMITH (CLEAR FORK),,50.0,0.0,20.0,,GOLDSMITH ADOBE UNIT,37943.0,"SEC.5, BLK 44, T-2-S, T&P CO SURVEY",2012.0,3.0,"SANDRIDGE EXPL. AND PROD., LLC",17.0,FREE FLUIDS RECOVERED AND SOIL REMEDIATION PLAN IN PROGRESS.,Other,Crude,Producer,,None,
2755,Human Error - Other,0.0,GLASSCOCK,2/7/2012,8,Other,NO FIELD NAME,,38.0,0.0,53.0,,SAVAGE,0.0,WEST CREDO BOOSTER 31.8652 -101.3511,2012.0,3.0,"DCP MIDSTREAM, LP",50.0,VACUUMED FREE FLUID AND REMEDIATION PLAN IN PROGRESS,Other,Crude,Other,,None,
2756,Human Error - Other,0.0,GLASSCOCK,2/7/2012,8,Tank Battery,NO FIELD NAME,,47.0,0.0,53.0,,"HUTT, DONALD L.'C'",0.0,WEST CREDO BOOSTER 31.8652 -101.3511,2012.0,3.0,"DCP MIDSTREAM, LP",50.0,VACUUMED FREE FLUID AND SOIL REMEDIATION PLAN IN PROGRESS.,Other,Crude,Other,,None,
2757,Equipment Failure,0.0,LOVING,2/6/2012,8,Tank Battery,PHANTOM (WOLFCAMP),,1170.0,0.0,52.0,,ASHLOCK 1-34,41954.0,N31.6640719 LAT. W -103.4445671 LONG.,2012.0,2.0,ANADARKO E&P ONSHORE LLC,50.0,VACUUMED FREE FLUID AND REMEDIATED AREA.,Other,Crude,Producer,,None,
2758,Corrosion - Rust,0.0,HOWARD,2/6/2012,8,Pipe Line,NO FIELD NAME,,154.0,0.0,5.0,,8802 JV-P FUHRMAN,0.0,W&N WRR CO. SECTION 122,2012.0,5.0,TARGA MIDSTREAM SERVICES LLC,0.0,SOIL REMEDIATION PLAN IN PROGRESS.,Other,Crude,Transporter,,Other,1STWTR.
2759,Corrosion - Rust,0.0,HOWARD,2/6/2012,8,Tank Battery,HOWARD GLASSCOCK,,36.0,0.0,108.0,,CHALK -A-,2749.0,"32.11422N, 101.28730W -SECTION 125, BLOCK 29, W&NW RR CO. SVY.",2012.0,10.0,CIMAREX ENERGY CO. OF COLORADO,98.0,ALL SOIL HAS BEEN REMEDIATED.,Other,Crude,Producer,,None,
2760,Equipment Failure,0.0,GLASSCOCK,2/6/2012,8,Tank Battery,"GARDEN CITY, S. (WOLFCAMP)",,1132.0,0.0,12.0,,RATLIFF 17 A UNIT,42537.0,"RATLIFF 17 #4 SEC. 17, BLK. 33, T-4-S, T&PR SURVEY, GLASSCOCK CTY ",2012.0,8.0,"LAREDO PETROLEUM, INC.",4.0,AREA OF IMPACTED REMEDIATED,Other,Crude,Producer,,None,
2761,Equipment Failure,0.0,MCMULLEN,2/5/2012,1,Tank Battery,A.W.P. (OLMOS),,77.0,0.0,6.0,,QUINTANILLA,15117.0,ANTHONY FOREST PRODUCTS TANK BATTERY VENT TANK,2012.0,1.0,"SWIFT ENERGY OPERATING, LLC",5.0,VACUUMED FREE FLUID AND REMEDIATED AREA.,Other,Crude,Producer,,None,
